PATDIM			0000	\pdf\modeling.pdf		"PATTDIM"
PATDIM			0001	\pdf\modeling.pdf		"PATTDIM >> LINEAR"
PATDIM			0002	\pdf\modeling.pdf		"PATTDIM >> ANGULAR"
PATDIM			0003	\pdf\modeling.pdf		"PATTDIM >> RADIAL"
PATDIM			0004	\pdf\modeling.pdf		"PATTDIM >> DIAMETER"
PATDIM			0005	\pdf\modeling.pdf		"PATTDIM >> DIM_ PAR"
PATDIM			0006	\pdf\modeling.pdf		"PATTDIM >> DIM_ EDIT"
PATTRN			0000	\pdf\modeling.pdf		"PATTERN"
PATTRN			0001	\pdf\modeling.pdf		"PATTERN >> CREATE"
PATTRN			0002	\pdf\modeling.pdf		"PATTERN >> DELETE"
PATTRN			0003	\pdf\modeling.pdf		"PATTERN >> RENAME"
PATUSE			0000	\pdf\modeling.pdf		"PATTUSE"
REVOL			0000	\pdf\modeling.pdf		"REVOL"
REVOL			0001	\pdf\modeling.pdf		"REVOL >> CURVES / CONTOUR"
REVOL			0002	\pdf\modeling.pdf		"REVOL >> CURVES / CONTOUR"
RULED			0000	\pdf\modeling.pdf		"RULED"
RULED			0001	\pdf\modeling.pdf		"RULED >> TWO CURVES"
RULED			0002	\pdf\modeling.pdf		"RULED >> TWO CONTOURS"
RULED			0003	\pdf\modeling.pdf		"RULED >> CURVE SURFACE"
RULED			0004	\pdf\modeling.pdf		"RULED >> CURVE PLANE"
RULED			0005	\pdf\modeling.pdf		"RULED >> CURVE POINT"
BLEND			0000	\pdf\modeling.pdf		"BLEND"
BLEND			0001	\pdf\modeling.pdf		"BLEND >> SECTIONS"
BLEND			0002	\pdf\modeling.pdf		"BLEND >> CORNER"
BLEND			0003	\pdf\modeling.pdf		"BLEND >> SOAP"
BLEND			0004	\pdf\modeling.pdf		"BLEND >> REGION"
COMSRF			0000	\pdf\modeling.pdf		"COMSRF"
DRIVE			0000	\pdf\modeling.pdf		"DRIVE"
DRIVE			0001	\pdf\modeling.pdf		"DRIVE >> PARALLEL SEC"
DRIVE			0002	\pdf\modeling.pdf		"DRIVE >> PIPE"
DRIVE			0003	\pdf\modeling.pdf		"DRIVE >> SPINE"
DRIVE			0004	\pdf\modeling.pdf		"DRIVE >> SPINE & PLANE"
DRIVE			0005	\pdf\modeling.pdf		"DRIVE >> SPINE & EDGES"
DRIVE			0006	\pdf\modeling.pdf		"DRIVE >> TWO SPINES"
FILLET			0000	\pdf\modeling.pdf		"FILLET"
FILLET			0001	\pdf\modeling.pdf		"FILLET >> 2 SURFACES"
FILLET			0002	\pdf\modeling.pdf		"FILLET >> 3 SURFACES"
FILLET			0003	\pdf\modeling.pdf		"FILLET >> 3 DIF. RADII"
FILLET			0004	\pdf\modeling.pdf		"FILLET >> BASE- MULTI"
FILLET			0005	\pdf\modeling.pdf		"FILLET >> MULTI- MULTI"
FILLET			0006	\pdf\modeling.pdf		"FILLET >> CURVE SURFACE"
FILLET			0007	\pdf\modeling.pdf		"FILLET >> SPINE + 2 SRF"
FILLET			0008	\pdf\modeling.pdf		"FILLET >> SPINE + 3 SRF"
MESH			0000	\pdf\modeling.pdf		"MESH"
MODGEO			0000	\pdf\modeling.pdf		"MODIFY"
MODGEO			0001	\pdf\modeling.pdf		"MODIFY >> FAIR"
MODGEO			0002	\pdf\modeling.pdf		"MODIFY >> LOCAL FAIR"
MODGEO			0003	\pdf\modeling.pdf		"MODIFY >> MODIFY POINTS"
MODGEO			0004	\pdf\modeling.pdf		"MODIFY >> MODIFY SLOPES"
MODGEO			0005	\pdf\modeling.pdf		"MODIFY >> CREATE POINTS"
MODGEO			0006	\pdf\modeling.pdf		"MODIFY >> SURFACE EXTENSION"
MODGEO			0007	\pdf\modeling.pdf		"MODIFY >> PLFACE TO TRMSRF"
MODGEO			0008	\pdf\modeling.pdf		"MODIFY >> TRMSRF TO SURFACE"
MODGEO			0009	\pdf\modeling.pdf		"MODIFY >> ADJOIN"
PARTLN			0000	\pdf\modeling.pdf		"PARTLN"
PARTLN			0001	\pdf\modeling.pdf		"PARTLN >> CURVE"
PARTLN			0002	\pdf\modeling.pdf		"PARTLN >> SURFACE"
PLFACE			0000	\pdf\modeling.pdf		"PLFACE"
PNTSRF			0000	\pdf\modeling.pdf		"PNTSRF"
PNTSRF			0001	\pdf\modeling.pdf		"PNTSRF >> THROUGH POINTS"
PNTSRF			0002	\pdf\modeling.pdf		"PNTSRF >> CONTROL POINTS"
SCALE			0000	\pdf\modeling.pdf		"SCALE"
SRFCRV			0000	\pdf\modeling.pdf		"SRFCRV"
SRFCRV			0001	\pdf\modeling.pdf		"SRFCRV"
SRFCRV			0002	\pdf\modeling.pdf		"SRFCRV"
SRFCRV			0003	\pdf\modeling.pdf		"SRFCRV"
SRFLAT			0000	\pdf\modeling.pdf		"SRFLAT"
SRFSEL			0000	\pdf\modeling.pdf		"SRFSEC"
PLNSEC			0000	\pdf\modeling.pdf		"SRFSEC >> PLANE"
PLNSEC			0001	\pdf\modeling.pdf		"SRFSEC >> PLANE"
PLNSEC			0002	\pdf\modeling.pdf		"SRFSEC >> PLANE"
SRFSEC			0000	\pdf\modeling.pdf		"SRFSEC >> SURFACE"
SRFSEC			0001	\pdf\modeling.pdf		"SRFSEC >> SURFACE"
SRFSEC			0002	\pdf\modeling.pdf		"SRFSEC >> SURFACE"
SWEEPF			0000	\pdf\modeling.pdf		"SWEEPF"
SWEEPF			0001	\pdf\modeling.pdf		"SWEEPF >> DELTA"
SWEEPF			0002	\pdf\modeling.pdf		"SWEEPF >> REF. POINTS"
TRMPLF			0000	\pdf\modeling.pdf		"TRMPLF"
TRMSRF			0000	\pdf\modeling.pdf		"TRMSRF"
TRMSRF			0001	\pdf\modeling.pdf		"TRMSRF >> PLANE"
TRMSRF			0002	\pdf\modeling.pdf		"TRMSRF >> SURFACE"
TRMSRF			0003	\pdf\modeling.pdf		"TRMSRF >> PARAMETER"
TRMSRF			0004	\pdf\modeling.pdf		"TRMSRF >> CONTOURS"
TRMSRF			0005	\pdf\modeling.pdf		"TRMSRF >> ORIGINAL"
TRMSRF			0006	\pdf\modeling.pdf		"TRMSRF >> EDIT CONTOURS"
TRMSRF			0007	\pdf\modeling.pdf		"TRMSRF >> MODIFY BOUNDARY"
TRMSRF			0008	\pdf\modeling.pdf		"TRMSRF >> FIX BOUNDARY"
SRFCUT			0000	\pdf\modeling.pdf		"SURF_ CUT"
SURFEX			0000	\pdf\modeling.pdf		"SURF_ EXT"
SURFEX			0001	\pdf\modeling.pdf		"SURF_ EXT >> DIRECTION"
SURFEX			0002	\pdf\modeling.pdf		"SURF_ EXT >> FILLER SURFACE"
SURFEX			0003	\pdf\modeling.pdf		"SURF_ EXT >> TANGENT"
SURFEX			0004	\pdf\modeling.pdf		"SURF_ EXT >> TANGENT 2 DIR."
SURFSORT		0000	\pdf\modeling.pdf		"SURFSORT"



DIMN23			0000	\pdf\modeling.pdf		"2D-VIEW"
DRWING			0000	\pdf\modeling.pdf		"DRAWINGS"
DRWING			0001	\pdf\modeling.pdf		"DRAWINGS >> ACTIVE"
DRWING			0002	\pdf\modeling.pdf		"DRAWINGS >> RENAME"
DRWING			0003	\pdf\modeling.pdf		"DRAWINGS >> DELETE"
VIWDWG			0000	\pdf\modeling.pdf		"DRW- VIEW"
VIEWS			0000	\pdf\modeling.pdf		"VIEWS"
VIEWS			0001	\pdf\modeling.pdf		"VIEWS >> ACTIVE"
VIEWS			0002	\pdf\modeling.pdf		"VIEWS >> RENAME"
VIEWS			0003	\pdf\modeling.pdf		"VIEWS >> DELETE"
VIEWS			0004	\pdf\modeling.pdf		"VIEWS >> APPEND"
VIEWS			0005	\pdf\modeling.pdf		"VIEWS >> INCLUDE ALL"
VIEWS			0006	\pdf\modeling.pdf		"VIEWS >> INCLUDE PARTS/ INCLUDE OBJECTS"
VIEWS			0007	\pdf\modeling.pdf		"VIEWS >> EXCLUDE PARTS/ EXCLUDE OBJECTS"
ARROW			0000	\pdf\modeling.pdf		"ARROW"
BOM			0000	\pdf\modeling.pdf		"BOM"
BOM			0001	\pdf\modeling.pdf		"BOM >> CREATE"	
BOM			0002	\pdf\modeling.pdf		"BOM >> POSITION"
BOM			0003	\pdf\modeling.pdf		"BOM >> RECREATE"
BOM			0004	\pdf\modeling.pdf		"BOM >> EDIT"
BOM			0005	\pdf\modeling.pdf		"BOM >> SORT"
BOM			0006	\pdf\modeling.pdf		"BOM >> SAVE TO TEMPLATE"
BOM			0007	\pdf\modeling.pdf		"BOM >> READ FROM TEMPLATE"
BOM			0008	\pdf\modeling.pdf		"BOM >> FILE OUTPUT"
CENTER		0000	\pdf\modeling.pdf		"CENTER"
DIMENS		0000	\pdf\modeling.pdf		"DIMENS"
DATUMT		0000	\pdf\modeling.pdf		"DAT_ TRGT"
MODIFD		0000	\pdf\modeling.pdf		"DIM_ EDIT"
MODIFD		0001	\pdf\modeling.pdf		"DIM_ EDIT >> POSITION"
MODIFD		0002	\pdf\modeling.pdf		"DIM_ EDIT >> TEXT"
MODIFD		0003	\pdf\modeling.pdf		"DIM_ EDIT >> ALL"
MODRAF		0000	\pdf\modeling.pdf		"DRAF_ PAR"
MODRAF		0001	\pdf\modeling.pdf		"DRAF_ PAR >> PARAM"	
MODRAF		0002	\pdf\modeling.pdf		"DRAF_ PAR >> ACTIVE"
MODRAF		0003	\pdf\modeling.pdf		"DRAF_ PAR >> READ"
MODRAF		0004	\pdf\modeling.pdf		"DRAF_ PAR >> CONVERT"
MODRAF		0005	\pdf\modeling.pdf		"DRAF_ PAR >> RENAME"
MODRAF		0006	\pdf\modeling.pdf		"DRAF_ PAR >> DELETE"
MODRAF		0007	\pdf\modeling.pdf		"DRAF_ PAR >> ATTRIB"
MODRAF		0008	\pdf\modeling.pdf		"DRAF_ PAR >> THREADS ON/ OFF"
MODRAF		0009	\pdf\modeling.pdf		"DRAF_ PAR >> REFINE"
DSFINI			0000	\pdf\modeling.pdf		"FINISH"
GEOTOL			0000	\pdf\modeling.pdf		"GEO_ TOL"
GEOTOL			0001	\pdf\modeling.pdf		"GEO_ TOL >> GTOL"
GEOTOL			0002	\pdf\modeling.pdf		"GEO_ TOL >> DATUM"
GEOTOL			0003	\pdf\modeling.pdf		"GEO_ TOL >> QUERY"	
HATCH			0000 	\pdf\modeling.pdf		"HATCH"
HATCH			0001 	\pdf\modeling.pdf		"HATCH >> SINGLE IND."
HATCH			0002 	\pdf\modeling.pdf		"HATCH >> SEQUENTIAL"
HATCH			0003 	\pdf\modeling.pdf		"HATCH >> RANDOM"
HATCH			0004 	\pdf\modeling.pdf		"HATCH >> EXPLODE"
HATCH			0005 	\pdf\modeling.pdf		"HATCH >> MODIFY"
IDNUM			0000	\pdf\modeling.pdf		"ID_ NUM"
LABEL			0000 	\pdf\modeling.pdf		"LABEL"
LABEL			0001 	\pdf\modeling.pdf		"LABEL >> CREATE"
LABEL			0002 	\pdf\modeling.pdf		"LABEL >> EDIT TEXT"
LABEL			0003 	\pdf\modeling.pdf		"LABEL >> POSITION/ PARAM"
LABEL			0004 	\pdf\modeling.pdf		"LABEL >> EDIT CONNECTION"
LABEL			0005 	\pdf\modeling.pdf		"LABEL >> EDIT LEADERS"
LABEL			0006 	\pdf\modeling.pdf		"LABEL >> COPY PARAM"
NOTE			0000	\pdf\modeling.pdf		"NOTE"
NOTE			0001	\pdf\modeling.pdf		"NOTE >> CREATE"
NOTE			0002	\pdf\modeling.pdf		"NOTE >> REPLACE"
NOTE			0003	\pdf\modeling.pdf		"NOTE >> EDIT TEXT"
NOTE			0004	\pdf\modeling.pdf		"NOTE >> POSITION/ PARAM"
NOTE			0005	\pdf\modeling.pdf		"NOTE >> ALIGN"
NOTE			0006	\pdf\modeling.pdf		"NOTE >> COPY PARAM"
SROUGH			0000	\pdf\modeling.pdf		"S_ ROUGH"
SECTN			0000	\pdf\modeling.pdf		"SEC_ LINE"
SECTN			0001	\pdf\modeling.pdf		"SEC_ LINE >> CREATE"
SECTN			0002	\pdf\modeling.pdf		"SEC_ LINE >> EDIT"
DSWELD			0000	\pdf\modeling.pdf		"WELD"
STYLE			0000	\pdf\modeling.pdf		"STYLE"
STYLE			0001	\pdf\modeling.pdf		"STYLE >> ACTIVE"
STYLE			0002	\pdf\modeling.pdf		"STYLE >> NEW"
STYLE			0003	\pdf\modeling.pdf		"STYLE >> DELETE"
STYLE			0004	\pdf\modeling.pdf		"STYLE >> EDIT"
STYLE			0005	\pdf\modeling.pdf		"STYLE >> READ"
STYLE			0006	\pdf\modeling.pdf		"STYLE >> SAVE"
STYLE			0007	\pdf\modeling.pdf		"STYLE >> MODIFY ENTITY"
SHOWDIM       		0000 	\pdf\modeling.pdf		"SHOW_ DIM"
SECTION        		0000 	\pdf\modeling.pdf		"SECTION"
